0 37.028520584106445  1.1374573111534119
1 38.76911544799805  4.240057945251465
2 39.10589790344238  4.505897283554077
3 39.03360939025879  4.693117380142212
4 38.83140182495117  4.468107461929321
5 39.2183723449707  4.684518337249756
6 38.945438385009766  4.726482629776001
7 38.789472579956055  4.610693454742432
8 38.64273262023926  4.564793348312378
9 38.82160758972168  4.311092376708984
10 38.83146667480469  4.339500188827515
11 39.10796928405762  4.224855899810791
12 39.00962448120117  4.077661752700806
13 38.931230545043945  4.031226754188538
14 38.82745933532715  4.074869394302368
15 39.061323165893555  4.230563640594482
16 39.119550704956055  4.111129641532898
17 39.100399017333984  3.8321388959884644
18 39.11780548095703  3.6509463787078857
19 39.120901107788086  3.923874258995056
20 38.91483497619629  4.002635478973389
21 38.74658203125  4.053997159004211
22 39.10129928588867  4.088703274726868
23 38.89949417114258  3.8315460681915283
24 38.644365310668945  3.827418804168701
25 38.391828536987305  3.8185315132141113
26 38.8264274597168  4.118123531341553
27 38.77016067504883  3.9672398567199707
28 38.89268112182617  4.237260818481445
29 38.90595817565918  4.1677234172821045
30 39.19681167602539  4.434916257858276
31 38.93800926208496  4.442076683044434
32 39.19909858703613  4.175931096076965
33 38.76041221618652  4.278261184692383
34 38.32324028015137  3.9388402700424194
35 38.63717842102051  3.9985604286193848
36 38.83813667297363  3.951687812805176
37 38.39506149291992  3.8765329122543335
38 38.6654167175293  4.068023085594177
39 38.83034896850586  3.8412212133407593
40 39.10417938232422  3.8935153484344482
41 38.638601303100586  3.4887460470199585
42 38.779727935791016  3.767976403236389
43 38.642568588256836  3.8954402208328247
44 38.663225173950195  4.068596363067627
45 38.816566467285156  3.931554675102234
46 38.679094314575195  3.951326012611389
47 38.278215408325195  4.082370281219482
48 38.63532257080078  4.092747926712036
49 38.34640884399414  3.7407572269439697
50 38.274349212646484  3.8077468872070312
51 38.911821365356445  3.9329750537872314
52 39.023996353149414  4.0857319831848145
53 38.59691047668457  4.060478210449219
54 38.68867492675781  3.9475516080856323
55 38.859628677368164  4.196891188621521
56 38.82186508178711  4.272494554519653
57 38.88092231750488  4.374959230422974
58 39.2152156829834  4.152103424072266
59 38.908613204956055  4.205995798110962
60 39.00726890563965  4.029965400695801
61 39.15444564819336  4.009513854980469
62 39.2789249420166  4.098354458808899
63 39.138671875  3.9150757789611816
64 39.318777084350586  4.167064428329468
65 39.04425239562988  4.1197614669799805
66 39.09779167175293  4.1610918045043945
67 39.003021240234375  4.296919107437134
68 39.15634346008301  4.3181915283203125
69 39.09407615661621  4.154364824295044
70 38.87503433227539  4.270589113235474
71 38.62922477722168  4.204757213592529
72 38.35208320617676  4.228017091751099
